Year,Age,mx,qx,lx,Lx,Tx,ex,Country,Sex
1967,50,0.011353632,0.055262335,78060,379947,1756346,22.499956,Paraguay,M
1967,55,0.0171012,0.082134947,73747,354194,1376399,18.664003,Paraguay,M
1967,60,0.026368992,0.1239977,67690,318302,1022206,15.101486,Paraguay,M
1967,65,0.041152872,0.18726844,59296,269829,703904,11.871065,Paraguay,M
1967,70,0.065423056,0.28272337,48192,208258,434076,9.0072908,Paraguay,M
1967,75,0.10663529,0.42095485,34567,136456,225818,6.5328026,Paraguay,M
1967,80,0.17476828,0.60813475,20016,69648,89362,4.4645739,Paraguay,M
1967,85,0.39786878,1,7844,19714,19714,2.5133915,Paraguay,M
1977,0,0.058992211,0.056355912,100000,95532,6258224,62.582237,Paraguay,M
1977,1,0.004785097,0.018912621,94365,372966,6162693,65.307381,Paraguay,M
1977,5,0.001119023,0.005577951,92580,461479,5789727,62.537735,Paraguay,M
1977,10,0.001296549,0.006462636,92064,458889,5328249,57.875904,Paraguay,M
1977,15,0.001603109,0.007984823,91469,455589,4869360,53.235455,Paraguay,M
1977,20,0.001974463,0.009825754,90738,451551,4413771,48.643024,Paraguay,M
1977,25,0.002502454,0.01243757,89847,446551,3962221,44.099922,Paraguay,M
1977,30,0.003175831,0.01575904,88729,440289,3515671,39.622581,Paraguay,M
1977,35,0.004072685,0.02016631,87331,432427,3075382,35.215363,Paraguay,M
1977,40,0.005478817,0.027038552,85570,422295,2642955,30.886631,Paraguay,M
1977,45,0.007745964,0.038022961,83256,408682,2220660,26.672714,Paraguay,M
1977,50,0.011373731,0.055357564,80091,389811,1811978,22.624208,Paraguay,M
1977,55,0.017159704,0.082404822,75657,363321,1422168,18.797661,Paraguay,M
1977,60,0.026374955,0.12402406,69423,326447,1058848,15.252295,Paraguay,M
1977,65,0.04083259,0.18594106,60813,276923,732401,12.043655,Paraguay,M
1977,70,0.063694693,0.2762447,49505,214703,455478,9.2007027,Paraguay,M
1977,75,0.10173864,0.40554437,35830,142821,240776,6.7200747,Paraguay,M
1977,80,0.16277912,0.57848316,21299,75692,97955,4.5990577,Paraguay,M
1977,85,0.40326291,1,8978,22264,22264,2.4797719,Paraguay,M
1987,0,0.047601275,0.04580611,100000,96229,6493121,64.931206,Paraguay,M
1987,1,0.00313724,0.012451883,95420,378725,6396892,67.039749,Paraguay,M
1987,5,0.000681241,0.003399838,94232,470276,6018167,63.86594,Paraguay,M
1987,10,0.000910356,0.004541856,93911,468531,5547892,59.076138,Paraguay,M
1987,15,0.001216071,0.006062661,93485,466062,5079361,54.333817,Paraguay,M
1987,20,0.001560528,0.007773523,92918,462855,4613300,49.649372,Paraguay,M
1987,25,0.002003599,0.00997005,92196,458771,4150445,45.017979,Paraguay,M
1987,30,0.002560209,0.012722867,91277,453594,3691675,40.445148,Paraguay,M
1987,35,0.003333758,0.016536482,90115,446998,3238082,35.93285,Paraguay,M
1987,40,0.004626936,0.022880597,88625,438257,2791084,31.493326,Paraguay,M
1987,45,0.006841645,0.033655602,86597,425990,2352828,27.169905,Paraguay,M
1987,50,0.010399208,0.050729919,83683,408224,1926839,23.025618,Paraguay,M
1987,55,0.01606063,0.077322707,79438,382445,1518615,19.117184,Paraguay,M
1987,60,0.025042104,0.11811187,73295,345698,1136171,15.501366,Paraguay,M
1987,65,0.039023358,0.17840782,64638,295513,790473,12.229254,Paraguay,M
1987,70,0.061591987,0.26829967,53106,231334,494961,9.3202353,Paraguay,M
1987,75,0.10022932,0.4007335,38858,155360,263627,6.7844095,Paraguay,M
1987,80,0.16406521,0.58172429,23287,82566,108267,4.6494226,Paraguay,M
1987,85,0.37896448,1,9741,25702,25702,2.6387696,Paraguay,M
1997,0,0.041321225,0.039934788,100000,96645,6526584,65.265831,Paraguay,M
1997,1,0.002211179,0.008796724,96007,381943,6429939,66.973976,Paraguay,M
1997,5,0.000382379,0.001909887,95162,475311,6047997,63.554756,Paraguay,M
1997,10,0.00083747,0.004178953,94981,473949,5572687,58.672066,Paraguay,M
1997,15,0.001379364,0.006874063,94584,471357,5098738,53.907372,Paraguay,M
1997,20,0.001950169,0.009705419,93934,467478,4627382,49.262501,Paraguay,M
1997,25,0.002575375,0.012797773,93022,462251,4159904,44.719822,Paraguay,M
1997,30,0.00318236,0.015791193,91832,455675,3697654,40.265846,Paraguay,M
1997,35,0.003911621,0.019376203,90381,447702,3241979,35.870178,Paraguay,M
1997,40,0.005137436,0.025374316,88630,437751,2794278,31.527567,Paraguay,M
1997,45,0.007217063,0.035470925,86381,424551,2356527,27.280695,Paraguay,M
1997,50,0.010617428,0.051768001,83317,406233,1931977,23.188335,Paraguay,M
1997,55,0.016189393,0.077919438,79004,380244,1525745,19.31234,Paraguay,M
1997,60,0.024910176,0.11752474,72848,343691,1145501,15.7246,Paraguay,M
1997,65,0.038327321,0.17549372,64287,294355,801810,12.472485,Paraguay,M
1997,70,0.060573101,0.26442465,53005,231385,507455,9.5738134,Paraguay,M
1997,75,0.098574951,0.39542681,38989,156401,276071,7.08076,Paraguay,M
1997,80,0.16147058,0.57517022,23572,83964,119670,5.0768495,Paraguay,M
1997,85,0.28045741,1,10014,35706,35706,3.565604,Paraguay,M
2006,0,0.031425599,0.030592043,100000,97348,6822504,68.225037,Paraguay,M
2006,1,0.001274591,0.005082563,96941,386562,6725157,69.373848,Paraguay,M
2006,5,0.000286306,0.001430404,96449,481862,6338595,65.720276,Paraguay,M
2006,10,0.000647344,0.003231699,96311,480804,5856734,60.811192,Paraguay,M
2006,15,0.00108004,0.005386238,95999,478754,5375931,55.999924,Paraguay,M
2006,20,0.001547517,0.007708953,95482,475643,4897177,51.289108,Paraguay,M
2006,25,0.002067155,0.010284748,94746,471391,4421535,46.667366,Paraguay,M
2006,30,0.002576141,0.012801554,93772,465976,3950145,42.125298,Paraguay,M
2006,35,0.003197198,0.015864257,92571,459330,3484169,37.637844,Paraguay,M
2006,40,0.00422911,0.020933082,91103,450935,3024839,33.202652,Paraguay,M
2006,45,0.005939714,0.029281156,89196,439709,2573905,28.856956,Paraguay,M
2006,50,0.008689262,0.042558778,86584,424074,2134196,24.648983,Paraguay,M
2006,55,0.013029582,0.063172445,82899,401925,1710122,20.629072,Paraguay,M
2006,60,0.019987471,0.095362812,77662,370535,1308198,16.844812,Paraguay,M
2006,65,0.03154932,0.14664303,70256,326553,937664,13.346437,Paraguay,M
2006,70,0.051871456,0.23064406,59954,266580,611111,10.193132,Paraguay,M
2006,75,0.088465512,0.36221805,46126,188859,344532,7.4694667,Paraguay,M
2006,80,0.15430935,0.55676258,29418,106143,155674,5.2917953,Paraguay,M
2006,85,0.26325172,1,13040,49531,49531,3.7986455,Paraguay,M
1914,0,0.13177937,0.12138219,100000,92111,4171078,41.710773,Argentina,F
1914,1,0.025098899,0.094158888,87862,329615,4078968,46.42482,Argentina,F
1914,5,0.00264413,0.013125212,79589,395072,3749353,47.109039,Argentina,F
1914,10,0.005075362,0.025071418,78545,387995,3354282,42.705654,Argentina,F
1914,15,0.007693871,0.037771888,76575,375934,2966287,38.737019,Argentina,F
1914,20,0.010382514,0.050650459,73683,359457,2590354,35.155563,Argentina,F
1914,25,0.013112189,0.063560739,69951,339083,2230898,31.892492,Argentina,F
1914,30,0.015249617,0.073556006,65505,315959,1891816,28.880718,Argentina,F
1914,35,0.017123586,0.082238212,60687,291454,1575857,25.967304,Argentina,F
1914,40,0.0195722,0.093470387,55696,265984,1284404,23.061186,Argentina,F
1914,45,0.022888659,0.10848396,50490,239303,1018421,20.170897,Argentina,F
1914,50,0.027949017,0.13096055,45013,210914,779118,17.309008,Argentina,F
1914,55,0.036666956,0.16850612,39118,179768,568205,14.525593,Argentina,F
1914,60,0.050075844,0.22351655,32526,145182,388437,11.94237,Argentina,F
1914,65,0.070191078,0.30035758,25256,108074,243256,9.6316414,Argentina,F
1914,70,0.097691976,0.39568684,17671,71570,135182,7.6503358,Argentina,F
1914,75,0.13584816,0.51223421,10679,40264,63612,5.9571505,Argentina,F
1914,80,0.18549395,0.64176518,5209,18021,23349,4.4827099,Argentina,F
1914,85,0.35019895,1,1866,5328,5328,2.8555198,Argentina,F
1953,0,0.061194491,0.05842464,100000,95474,6480203,64.802025,Argentina,F
1953,1,0.004340745,0.017171349,94158,372474,6384729,67.809006,Argentina,F
1953,5,0.000787489,0.003928937,92541,461704,6012256,64.968758,Argentina,F
1953,10,0.001042346,0.005198726,92178,459736,5550552,60.216145,Argentina,F
1953,15,0.001375267,0.006853711,91698,456982,5090817,55.517239,Argentina,F
1953,20,0.001741207,0.008669806,91070,453453,4633835,50.882423,Argentina,F
1953,25,0.002194919,0.010917085,90280,449035,4180383,46.304684,Argentina,F
1953,30,0.002739118,0.013606144,89295,443556,3731349,41.787075,Argentina,F
1953,35,0.003456682,0.017141204,88080,436774,3287793,37.327618,Argentina,F
1953,40,0.004576896,0.022635836,86570,428145,2851020,32.93327,Argentina,F
1953,45,0.006231614,0.03069894,84611,416817,2422875,28.635792,Argentina,F
1953,50,0.008428244,0.041305695,82013,401933,2006059,24.460377,Argentina,F
1953,55,0.011960921,0.058135748,78625,382155,1604126,20.402239,Argentina,F
1953,60,0.018448826,0.088332996,74055,354571,1221971,16.501066,Argentina,F
1953,65,0.030594857,0.1425101,67513,314473,867401,12.847965,Argentina,F
1953,70,0.053989302,0.23898074,57892,256254,552928,9.5511208,Argentina,F
1953,75,0.099040441,0.40009969,44057,177978,296675,6.7339611,Argentina,F
1953,80,0.18106659,0.6310876,26430,92118,118697,4.4910803,Argentina,F
1953,85,0.36682501,1,9751,26580,26580,2.7260954,Argentina,F
1965,0,0.048736662,0.046887223,100000,96206,6815224,68.152237,Argentina,F
1965,1,0.002552122,0.010142426,95312,378778,6719019,70.495522,Argentina,F
1965,5,0.000597594,0.00298307,94345,470949,6340241,67.203011,Argentina,F
1965,10,0.000740507,0.003695967,94064,469482,5869292,62.397346,Argentina,F
1965,15,0.000943912,0.004708894,93716,467519,5399810,57.619179,Argentina,F
1965,20,0.001206421,0.006014689,93275,465025,4932292,52.879482,Argentina,F
1965,25,0.00155941,0.007767978,92714,461838,4467267,48.183727,Argentina,F
1965,30,0.001996784,0.009936301,91993,457772,4005430,43.540592,Argentina,F
1965,35,0.002594419,0.012891822,91079,452577,3547659,38.951473,Argentina,F
1965,40,0.003524029,0.017472368,89905,445754,3095082,34.426231,Argentina,F
1965,45,0.004879092,0.0241131,88334,436558,2649329,29.992199,Argentina,F
1965,50,0.006816336,0.033533107,86204,424082,2212771,25.669031,Argentina,F
1965,55,0.010066096,0.049143247,83314,406740,1788689,21.469448,Argentina,F
1965,60,0.015923133,0.076685101,79219,381515,1381949,17.444679,Argentina,F
1965,65,0.026530281,0.12471074,73145,343828,1000435,13.677591,Argentina,F
1965,70,0.046897348,0.21076444,64023,287727,656607,10.25592,Argentina,F
1965,75,0.085911423,0.35612801,50529,209456,368881,7.3004255,Argentina,F
1965,80,0.15775935,0.57216299,32534,117995,159425,4.9002485,Argentina,F
1965,85,0.33596957,1,13920,41431,41431,2.97646,Argentina,F
1975,0,0.038440287,0.037240267,100000,96879,7014625,70.14624,Argentina,F
1975,1,0.001661593,0.006618478,96276,383488,6917747,71.853294,Argentina,F
1975,5,0.000443049,0.002212551,95639,477612,6534259,68.322273,Argentina,F
1975,10,0.000593231,0.002961937,95428,476458,6056647,63.468788,Argentina,F
1975,15,0.000788745,0.003936272,95145,474824,5580190,58.649612,Argentina,F
1975,20,0.001031824,0.005146375,94771,472680,5105366,53.871113,Argentina,F
1975,25,0.001358985,0.006772837,94283,469879,4632686,49.136337,Argentina,F
1975,30,0.001775465,0.00883966,93644,466232,4162808,44.453667,Argentina,F
1975,35,0.002334585,0.011607886,92816,461494,3696576,39.826939,Argentina,F
1975,40,0.003171119,0.015735833,91739,455229,3235082,35.264141,Argentina,F
1975,45,0.004452262,0.02202595,90295,446702,2779853,30.786356,Argentina,F
1975,50,0.006450706,0.031761803,88307,434800,2333152,26.421171,Argentina,F
1975,55,0.009731862,0.047548737,85502,417750,1898353,22.202593,Argentina,F
1975,60,0.015348841,0.074017599,81436,392713,1480603,18.181204,Argentina,F
1975,65,0.025063869,0.1182087,75409,355648,1087890,14.426673,Argentina,F
1975,70,0.043191981,0.19567598,66495,301245,732242,11.0121,Argentina,F
1975,75,0.076751679,0.32406443,53483,225819,430998,8.0585966,Argentina,F
1975,80,0.13827257,0.51909798,36152,135717,205180,5.6756167,Argentina,F
1975,85,0.25028056,1,17386,69463,69463,3.9955163,Argentina,F
1985,0,0.024792051,0.024264356,100000,97872,7266893,72.668922,Argentina,F
1985,1,0.00087157,0.003478652,97574,389441,7169022,73.472984,Argentina,F
1985,5,0.000297012,0.001483846,97235,485774,6779581,69.724281,Argentina,F
1985,10,0.000394552,0.001970895,97090,484991,6293807,64.824554,Argentina,F
1985,15,0.000526521,0.002629281,96899,483882,5808817,59.947433,Argentina,F
1985,20,0.000706157,0.00352481,96644,482402,5324936,55.098614,Argentina,F
1985,25,0.000967208,0.004824842,96304,480401,4842535,50.284313,Argentina,F
1985,30,0.001324839,0.006603201,95839,477674,4362135,45.515499,Argentina,F
1985,35,0.001829375,0.009106891,95206,473948,3884461,40.800762,Argentina,F
1985,40,0.002607092,0.012954406,94339,468760,3410514,36.151852,Argentina,F
1985,45,0.00380241,0.018840121,93117,461372,2941754,31.592199,Argentina,F
1985,50,0.005603084,0.027643686,91363,450750,2480383,27.148905,Argentina,F
1985,55,0.00849775,0.041639525,88837,435305,2029633,22.846819,Argentina,F
1985,60,0.013534565,0.065543771,85138,412295,1594328,18.726517,Argentina,F
1985,65,0.022384303,0.10621538,79558,377506,1182034,14.857649,Argentina,F
1985,70,0.039321065,0.17965151,71108,324877,804528,11.314321,Argentina,F
1985,75,0.071767673,0.30611277,58333,248808,479652,8.2227058,Argentina,F
1985,80,0.133239,0.50477976,40477,153346,230844,5.7031989,Argentina,F
1985,85,0.25864518,1,20045,77499,77499,3.8663006,Argentina,F
1996,0,0.018792391,0.018481698,100000,98347,7467841,74.678406,Argentina,F
1996,1,0.000632453,0.002525809,98152,391987,7369494,75.082596,Argentina,F
1996,5,0.0002204,0.001101332,97904,489224,6977508,71.268936,Argentina,F
1996,10,0.000321922,0.001608365,97797,488603,6488285,66.345032,Argentina,F
1996,15,0.000442573,0.002210518,97639,487676,5999682,61.447723,Argentina,F
1996,20,0.000595356,0.002972532,97423,486420,5512006,56.578094,Argentina,F
1996,25,0.000807518,0.004029781,97134,484728,5025587,51.739025,Argentina,F
1996,30,0.00110191,0.005495018,96742,482434,4540859,46.937843,Argentina,F
1996,35,0.001538379,0.007663601,96211,479283,4058425,42.182827,Argentina,F
1996,40,0.002220751,0.011044886,95474,474835,3579143,37.488518,Argentina,F
1996,45,0.003271679,0.016230946,94419,468415,3104309,32.878162,Argentina,F
1996,50,0.004892261,0.024177426,92887,459041,2635894,28.377712,Argentina,F
1996,55,0.007467549,0.036680356,90641,445223,2176854,24.016394,Argentina,F
1996,60,0.011686251,0.056837142,87316,424668,1731631,19.831865,Argentina,F
1996,65,0.018955264,0.090652309,82353,393847,1306964,15.870297,Argentina,F
1996,70,0.033463426,0.1548785,74888,346601,913117,12.193206,Argentina,F
1996,75,0.061776169,0.26899838,63289,275586,566517,8.9512739,Argentina,F
1996,80,0.1165036,0.45523137,46265,180776,290931,6.2884536,Argentina,F
1996,85,0.22879739,1,25204,110156,110156,4.3706789,Argentina,F
2005,0,0.012453129,0.012313123,100000,98876,7604747,76.04747,Argentina,F
2005,1,0.000519957,0.002077133,98769,394563,7505871,75.994438,Argentina,F
2005,5,0.000203342,0.001016143,98564,492543,7111309,72.14949,Argentina,F
2005,10,0.000288745,0.001442726,98464,491976,6618767,67.220589,Argentina,F
2005,15,0.000386899,0.001932701,98322,491151,6126791,62.31395,Argentina,F
2005,20,0.000510536,0.002549554,98132,490057,5635640,57.429585,Argentina,F
2005,25,0.000681023,0.003399557,97882,488607,5145584,52.569733,Argentina,F
2005,30,0.0009242,0.004610773,97549,486663,4656977,47.740189,Argentina,F
2005,35,0.001306038,0.006509787,97099,483976,4170315,42.949284,Argentina,F
2005,40,0.001938437,0.009647305,96467,480099,3686339,38.213669,Argentina,F
2005,45,0.002953544,0.014663775,95536,474318,3206240,33.560593,Argentina,F
2005,50,0.004521514,0.022364875,94135,465622,2731923,29.021347,Argentina,F
2005,55,0.006938424,0.034123883,92030,452612,2266301,24.625774,Argentina,F
2005,60,0.010820968,0.052735288,88890,433196,1813690,20.403933,Argentina,F
2005,65,0.017366039,0.083356038,84202,404164,1380494,16.395098,Argentina,F
2005,70,0.030429164,0.14179084,77183,359650,976331,12.64957,Argentina,F
2005,75,0.056424551,0.2484746,66240,291695,616682,9.3099318,Argentina,F
2005,80,0.10746454,0.42715347,49781,197869,324987,6.5284166,Argentina,F
2005,85,0.22433032,1,28517,127119,127119,4.4577122,Argentina,F
1920,0,0.10076004,0.094416946,100000,93705,4621112,46.211109,Cuba,F
1920,1,0.017729461,0.06775903,90559,346099,4527407,49.994381,Cuba,F
1920,5,0.002077596,0.010328967,84423,419713,4181308,49.528553,Cuba,F
1920,10,0.004520959,0.022362158,83551,413267,3761595,45.021988,Cuba,F
1920,15,0.00693037,0.03408492,81682,401728,3348329,40.992336,Cuba,F
1920,20,0.009244541,0.045219425,78898,385926,2946601,37.347111,Cuba,F
1920,25,0.0115396,0.056143112,75330,366500,2560675,33.992771,Cuba,F
1920,30,0.01268565,0.061554197,71101,345000,2194176,30.860098,Cuba,F
1920,35,0.013595537,0.065829709,66725,323080,1849176,27.713724,Cuba,F
1920,40,0.016070917,0.07737039,62332,300085,1526097,24.483454,Cuba,F
1920,45,0.019638268,0.093771704,57510,274603,1226012,21.318569,Cuba,F
1920,50,0.023770729,0.11243903,52117,246519,951409,18.255468,Cuba,F
1920,55,0.031318497,0.14564516,46257,215114,704891,15.238751,Cuba,F
1920,60,0.044458497,0.20086059,39520,178547,489778,12.393329,Cuba,F
1920,65,0.064191312,0.27811101,31582,136829,311232,9.8548431,Cuba,F
1920,70,0.093470968,0.38172284,22799,93106,174404,7.6498051,Cuba,F
1920,75,0.14172496,0.52876925,14096,52591,81298,5.7675428,Cuba,F
1920,80,0.20543577,0.68797541,6643,22245,28708,4.3218508,Cuba,F
1920,85,0.32068571,1,2073,6463,6463,3.1183181,Cuba,F
1925,0,0.15852377,0.14371528,100000,90659,4596106,45.961052,Cuba,F
1925,1,0.024518272,0.092113033,85629,321699,4505447,52.616222,Cuba,F
1925,5,0.001709508,0.008507546,77741,386887,4183748,53.816509,Cuba,F
1925,10,0.003112851,0.015448841,77080,382541,3796862,49.25898,Cuba,F
1925,15,0.004563899,0.022572255,75889,375333,3414322,44.991116,Cuba,F
1925,20,0.006208243,0.030585499,74176,365435,3038989,40.970078,Cuba,F
1925,25,0.007983638,0.03916771,71908,352777,2673555,37.180672,Cuba,F
1925,30,0.009127706,0.044660185,69091,338048,2320779,33.590328,Cuba,F
1925,35,0.010261497,0.050074276,66006,322093,1982731,30.039064,Cuba,F
1925,40,0.012618294,0.061236974,62700,304285,1660638,26.485483,Cuba,F
1925,45,0.015605821,0.075212114,58861,283677,1356354,23.043571,Cuba,F
1925,50,0.019266095,0.092073143,54434,260139,1072677,19.706226,Cuba,F
1925,55,0.026269274,0.12355659,49422,232453,812538,16.440975,Cuba,F
1925,60,0.038012724,0.17417367,43316,198470,580086,13.392206,Cuba,F
1925,65,0.054575566,0.24127527,35771,158141,381617,10.668373,Cuba,F
1925,70,0.082146361,0.34309098,27141,113354,223476,8.2341242,Cuba,F
1925,75,0.12994629,0.49527082,17829,67952,110123,6.1767192,Cuba,F
1925,80,0.19966437,0.67490911,8999,30418,42172,4.6864123,Cuba,F
1925,85,0.24888404,1,2926,11754,11754,4.0179353,Cuba,F
1937,0,0.13129517,0.12097126,100000,92137,5025085,50.250851,Cuba,F
1937,1,0.018901641,0.072014384,87903,334906,4932949,56.118168,Cuba,F
1937,5,0.002121598,0.010546457,81573,405498,4598043,56.367481,Cuba,F
1937,10,0.002784882,0.013831962,80713,400883,4192545,51.944313,Cuba,F
1937,15,0.003557384,0.017636348,79596,394611,3791663,47.636414,Cuba,F
1937,20,0.004504988,0.022284003,78193,386779,3397053,43.444954,Cuba,F
1937,25,0.005655623,0.027899422,76450,377130,3010274,39.375885,Cuba,F
1937,30,0.006743263,0.033179343,74317,365666,2633145,35.431358,Cuba,F
1937,35,0.008046731,0.03947138,71851,352449,2267479,31.558065,Cuba,F
1937,40,0.010204213,0.04980142,69015,336826,1915030,27.748051,Cuba,F
1937,45,0.012996847,0.063018531,65578,317972,1578205,24.066099,Cuba,F
1937,50,0.016654525,0.080072075,61446,295419,1260233,20.509844,Cuba,F
1937,55,0.023273125,0.1102098,56526,267675,964815,17.068747,Cuba,F
1937,60,0.034383878,0.15881386,50296,232308,697140,13.860853,Cuba,F
1937,65,0.050758313,0.22623199,42308,188569,464833,10.986874,Cuba,F
1937,70,0.078138001,0.32899347,32737,137835,276264,8.4390039,Cuba,F
1937,75,0.12479013,0.48014808,21967,84520,138430,6.3018579,Cuba,F
1937,80,0.19374637,0.66125435,11420,38974,53911,4.7209854,Cuba,F
1937,85,0.25898069,1,3869,14937,14937,3.8612919,Cuba,F
1948,0,0.087441497,0.082378551,100000,94210,5873686,58.736858,Cuba,F
1948,1,0.010032773,0.039107103,91763,357683,5779477,62.983227,Cuba,F
1948,5,0.001122488,0.005595169,88174,439512,5421794,61.489986,Cuba,F
1948,10,0.001552859,0.007735464,87681,436774,4982282,56.823311,Cuba,F
1948,15,0.002054023,0.010219735,87002,432877,4545509,52.246021,Cuba,F
1948,20,0.002600268,0.012920707,86113,427894,4112633,47.758629,Cuba,F
1948,25,0.0032478,0.0161134,85001,421714,3684739,43.349751,Cuba,F
1948,30,0.00390926,0.019364618,83631,414267,3263025,39.01712,Cuba,F
1948,35,0.004798545,0.023719558,82012,405387,2848759,34.736248,Cuba,F
1948,40,0.006402195,0.031526562,80066,394272,2443372,30.517027,Cuba,F
1948,45,0.008778149,0.042985152,77542,379709,2049101,26.425806,Cuba,F
1948,50,0.012001598,0.058327924,74209,360655,1669392,22.495962,Cuba,F
1948,55,0.017451268,0.083748691,69881,335355,1308738,18.728334,Cuba,F
1948,60,0.02686327,0.12618122,64028,300749,973383,15.202522,Cuba,F
1948,65,0.041443124,0.18846975,55949,254436,672634,12.022352,Cuba,F
1948,70,0.065055966,0.28135124,45404,196362,418198,9.2105989,Cuba,F
1948,75,0.10626327,0.4233489,32630,129995,221837,6.7986503,Cuba,F
1948,80,0.16832392,0.59945381,18816,67010,91842,4.8810925,Cuba,F
1948,85,0.30349419,1,7537,24833,24833,3.294956,Cuba,F
1961,0,0.045839544,0.04418391,100000,96389,6740914,67.409134,Cuba,F
1961,1,0.003287354,0.013040199,95582,379151,6644526,69.516769,Cuba,F
1961,5,0.000434805,0.002171429,94336,471113,6265375,66.416077,Cuba,F
1961,10,0.000719733,0.003592458,94131,469841,5794262,61.55571,Cuba,F
1961,15,0.001012086,0.005048167,93793,467825,5324422,56.768272,Cuba,F
1961,20,0.00132666,0.006612247,93319,465113,4856597,52.04311,Cuba,F
1961,25,0.001698441,0.008457731,92702,461627,4391484,47.372215,Cuba,F
1961,30,0.002120636,0.010549488,91918,457261,3929858,42.754116,Cuba,F
1961,35,0.00274573,0.013638775,90948,451763,3472597,38.182236,Cuba,F
1961,40,0.003829171,0.018971507,89708,444454,3020834,33.674248,Cuba,F
1961,45,0.005481205,0.027050182,88006,434315,2576381,29.275171,Cuba,F
1961,50,0.007913589,0.038830452,85626,420146,2142066,25.016802,Cuba,F
1961,55,0.012175952,0.059151225,82301,399818,1721920,20.922421,Cuba,F
1961,60,0.019794006,0.094481625,77433,369603,1322103,17.074352,Cuba,F
1961,65,0.031459913,0.14625664,70117,325969,952501,13.584604,Cuba,F
1961,70,0.051025383,0.22729246,59862,266652,626532,10.466401,Cuba,F
1961,75,0.085931458,0.35619685,46256,191734,359880,7.7803082,Cuba,F
1961,80,0.13985419,0.52354354,29780,111479,168147,5.6464167,Cuba,F
1961,85,0.25038165,1,14189,56668,56668,3.9939029,Cuba,F
1975,0,0.025792396,0.025223577,100000,97795,7260824,72.608238,Cuba,F
1975,1,0.001241365,0.004949994,97478,388697,7163029,73.48381,Cuba,F
1975,5,0.000344913,0.00172293,96996,484517,6774333,69.841988,Cuba,F
1975,10,0.000539041,0.002691721,96829,483515,6289817,64.958649,Cuba,F
1975,15,0.00073662,0.003676598,96568,481985,5806303,60.126953,Cuba,F
1975,20,0.000938036,0.004679647,96213,479982,5324318,55.339237,Cuba,F
1975,25,0.001171079,0.005838984,95763,477469,4844337,50.587196,Cuba,F
1975,30,0.001445288,0.007201462,95203,474370,4366868,45.869038,Cuba,F
1975,35,0.001852636,0.009222177,94518,470495,3892499,41.182899,Cuba,F
1975,40,0.002546595,0.012655627,93646,465385,3422004,36.54203,Cuba,F
1975,45,0.003689145,0.018283838,92461,458246,2956620,31.977095,Cuba,F
1975,50,0.005561581,0.027441619,90771,447872,2498375,27.524223,Cuba,F
1975,55,0.008736283,0.042784348,88280,432331,2050503,23.227484,Cuba,F
1975,60,0.01393182,0.067405313,84503,408841,1618172,19.149464,Cuba,F
1975,65,0.022202622,0.1053969,78807,374098,1209331,15.345612,Cuba,F
1975,70,0.037936408,0.17385316,70501,323086,835234,11.847225,Cuba,F
1975,75,0.067390494,0.29004189,58244,250675,512148,8.7931976,Cuba,F
1975,80,0.12071411,0.46798795,41351,160309,261474,6.3233285,Cuba,F
1975,85,0.21745849,1,21999,101165,101165,4.5985789,Cuba,F
1991,0,0.008765937,0.008695512,100000,99197,7502213,75.022125,Cuba,F
1991,1,0.000493538,0.001971728,99131,396036,7403016,74.679535,Cuba,F
1991,5,0.000223785,0.001118237,98935,494371,7006981,70.824089,Cuba,F
1991,10,0.000413708,0.002066489,98825,493632,6512610,65.900856,Cuba,F
1991,15,0.000626656,0.003128574,98621,492361,6018979,61.03194,Cuba,F
1991,20,0.000829444,0.004138981,98312,490582,5526619,56.215321,Cuba,F
1991,25,0.00105601,0.005266703,97905,488286,5036037,51.438156,Cuba,F
1991,30,0.001316732,0.006562922,97390,485412,4547751,46.696735,Cuba,F
1991,35,0.001689564,0.008413702,96750,481796,4062340,41.988049,Cuba,F
1991,40,0.002336952,0.01161959,95936,477004,3580544,37.322262,Cuba,F
1991,45,0.003436006,0.017039517,94822,470228,3103540,32.730461,Cuba,F
1991,50,0.00520619,0.025709709,93206,460277,2633312,28.252771,Cuba,F
1991,55,0.007999008,0.03924169,90810,445494,2173036,23.929699,Cuba,F
1991,60,0.012555694,0.060942061,87246,423468,1727543,19.800901,Cuba,F
1991,65,0.020461615,0.097519122,81929,390469,1304075,15.917188,Cuba,F
1991,70,0.036009245,0.16572399,73940,340288,913607,12.356199,Cuba,F
1991,75,0.065956011,0.28471178,61686,266278,573320,9.2942114,Cuba,F
1991,80,0.12337977,0.47596127,44123,170213,307042,6.9587603,Cuba,F
1991,85,0.16898657,1,23123,136829,136829,5.9176302,Cuba,F
2006,0,0.003377253,0.003366567,100000,99684,7756189,77.56189,Cuba,F
2006,1,0.000310426,0.001240747,99664,398347,7656506,76.823685,Cuba,F
2006,5,0.000139205,0.000695757,99540,497508,7258159,72.917236,Cuba,F
2006,10,0.000208277,0.001040865,99471,497104,6760651,67.966438,Cuba,F
2006,15,0.000288367,0.001440836,99367,496491,6263548,63.034546,Cuba,F
2006,20,0.000392256,0.001959435,99224,495652,5767057,58.12175,Cuba,F
2006,25,0.000543439,0.002713657,99030,494502,5271405,53.230755,Cuba,F
2006,30,0.000766873,0.00382732,98761,492896,4776903,48.368523,Cuba,F
