"","Age","Cause","Contribution","Period1","Period2","Sex","Country","Sources","e01","e02","Cause.name","Country.name"
"51669",35,2,-0.0113205109342767,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Infectious","EL SALVADOR"
"51690",30,3,0.00077185268070035,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Neoplasms","EL SALVADOR"
"51711",25,4,0.00792493709767622,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Circulatory","EL SALVADOR"
"51732",20,5,0.0113762954848702,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Abnormal","EL SALVADOR"
"51753",15,6,-0.000544880485841621,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Mental","EL SALVADOR"
"51774",10,7,0.0017667193820397,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Nervous","EL SALVADOR"
"51795",5,8,0.00241372041631191,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Endocrine","EL SALVADOR"
"51816",1,9,0.00268263719224987,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Digestive","EL SALVADOR"
"51837",0,10,-0.00116198139146226,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Genitourinary","EL SALVADOR"
"51858",100,10,0,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Genitourinary","EL SALVADOR"
"51879",95,11,0,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Perinatal","EL SALVADOR"
"51900",90,12,0,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Respiratory","EL SALVADOR"
"51921",85,13,0.00087030165769609,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"External","EL SALVADOR"
"51942",80,14,-9.57229054964511e-05,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Homicide","EL SALVADOR"
"51963",75,15,0.00821908477525877,"1995-2000","2000-2005",2,2190,"CEPAL2010",73.8755757071748,74.8885929518027,"Rest","EL SALVADOR"
"51984",70,2,0.0185893752331321,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Infectious","EL SALVADOR"
"52005",65,3,0.0286928761079062,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Neoplasms","EL SALVADOR"
"52026",60,4,0.0309231912946358,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Circulatory","EL SALVADOR"
"52047",55,5,-0.02237585186124,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Abnormal","EL SALVADOR"
"52068",50,6,0.000297582096805325,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Mental","EL SALVADOR"
"52089",45,7,0.00822410709692763,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Nervous","EL SALVADOR"
"52110",40,8,-0.0041111398658347,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Endocrine","EL SALVADOR"
"52131",35,9,0.00293516642462019,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Digestive","EL SALVADOR"
"52152",30,10,-0.00221899312326978,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Genitourinary","EL SALVADOR"
"52173",25,11,-0.00102948735694543,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Perinatal","EL SALVADOR"
"52194",20,12,0.0032177947158561,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Respiratory","EL SALVADOR"
"52215",15,13,0.032940695845313,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"External","EL SALVADOR"
"52236",10,14,-0.00698724317524337,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Homicide","EL SALVADOR"
"52257",5,15,9.94870845694271e-06,"2000-2005","2005-2010",2,2190,"CEPAL2010",74.8885929518027,75.8492197220347,"Rest","EL SALVADOR"
"52278",1,2,0.00909255474253769,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Infectious","EL SALVADOR"
"52299",0,3,0.0021431573546049,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Neoplasms","EL SALVADOR"
"52320",100,3,0,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Neoplasms","EL SALVADOR"
"52341",95,4,0,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Circulatory","EL SALVADOR"
"52362",90,5,0,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Abnormal","EL SALVADOR"
"52383",85,6,-0.000121891488272399,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Mental","EL SALVADOR"
"52404",80,7,0.00559049747794807,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Nervous","EL SALVADOR"
"52425",75,8,-0.00947328505143583,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Endocrine","EL SALVADOR"
"52446",70,9,0.00948943110769402,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Digestive","EL SALVADOR"
"52467",65,10,-0.00489416857681322,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Genitourinary","EL SALVADOR"
"52488",60,11,0,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Perinatal","EL SALVADOR"
"52509",55,12,0.0120029103073099,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Respiratory","EL SALVADOR"
"52530",50,13,0.00402441095496662,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"External","EL SALVADOR"
"52551",45,14,0.00772930218586028,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Homicide","EL SALVADOR"
"52572",40,15,-0.00303656125206499,"2005-2010","2010-2015",2,2190,"CEPAL2010",75.8492197220347,76.8397065131717,"Rest","EL SALVADOR"
"52594",40,2,0.0355614495279541,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Infectious","GUATEMALA"
"52615",35,3,-0.0107022582024541,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Neoplasms","GUATEMALA"
"52636",30,4,-0.0104911633970522,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Circulatory","GUATEMALA"
"52657",25,5,0.00133315947741968,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Abnormal","GUATEMALA"
"52678",20,6,-0.000742701492429008,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Mental","GUATEMALA"
"52699",15,7,0.00210953167807828,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Nervous","GUATEMALA"
"52720",10,8,0.00668640225360259,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Endocrine","GUATEMALA"
"52741",5,9,-0.000657972171557951,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Digestive","GUATEMALA"
"52762",1,10,0.00957919871412613,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Genitourinary","GUATEMALA"
"52783",0,11,0.139379409206481,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Perinatal","GUATEMALA"
"52804",100,11,0,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Perinatal","GUATEMALA"
"52825",95,12,0,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Respiratory","GUATEMALA"
"52846",90,13,0,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"External","GUATEMALA"
"52867",85,14,-0.000905856923004769,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Homicide","GUATEMALA"
"52888",80,15,0.00540725685095949,"1990-1995","1995-2000",1,2250,"CEPAL2010",60.521482826965,62.8812794510366,"Rest","GUATEMALA"
"52909",75,2,0.0217029642501825,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Infectious","GUATEMALA"
"52930",70,3,0.00443070195865112,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Neoplasms","GUATEMALA"
"52951",65,4,0.0612589363834315,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Circulatory","GUATEMALA"
"52972",60,5,0.0209919054866381,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Abnormal","GUATEMALA"
"52993",55,6,0.0244383815502548,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Mental","GUATEMALA"
"53014",50,7,0.00168156742997882,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Nervous","GUATEMALA"
"53035",45,8,0.00468416031662434,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Endocrine","GUATEMALA"
"53056",40,9,-0.000942245513866457,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Digestive","GUATEMALA"
"53077",35,10,-0.00223383309366653,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Genitourinary","GUATEMALA"
"53098",30,11,0.00133425642819378,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Perinatal","GUATEMALA"
"53119",25,12,0.00549545926862164,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Respiratory","GUATEMALA"
"53140",20,13,0.0478262438387782,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"External","GUATEMALA"
"53161",15,14,-0.051703110148747,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Homicide","GUATEMALA"
"53182",10,15,0.00150737034695268,"1995-2000","2000-2005",1,2250,"CEPAL2010",62.8812794510366,65.5152206121081,"Rest","GUATEMALA"
"53203",5,2,0.00486390460541858,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Infectious","GUATEMALA"
"53224",1,3,-0.00370360474829368,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Neoplasms","GUATEMALA"
"53245",0,4,0.00585876234574294,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Circulatory","GUATEMALA"
"53266",100,4,0,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Circulatory","GUATEMALA"
"53287",95,5,0,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Abnormal","GUATEMALA"
"53308",90,6,0,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Mental","GUATEMALA"
"53329",85,7,-0.00546008897214398,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Nervous","GUATEMALA"
"53350",80,8,-0.00179281774924587,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Endocrine","GUATEMALA"
"53371",75,9,-0.00187498498621079,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Digestive","GUATEMALA"
"53392",70,10,-0.019050176720706,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Genitourinary","GUATEMALA"
"53413",65,11,0.000373174596154336,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Perinatal","GUATEMALA"
"53434",60,12,0.0290365555940566,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Respiratory","GUATEMALA"
"53455",55,13,-0.0115588459355296,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"External","GUATEMALA"
"53476",50,14,-0.0179160827537894,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Homicide","GUATEMALA"
"53497",45,15,0.00293379200449361,"2000-2005","2005-2010",1,2250,"CEPAL2010",65.5152206121081,66.7462132550146,"Rest","GUATEMALA"
"53518",40,2,0.0130424229893123,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Infectious","GUATEMALA"
"53539",35,3,0.00185326564742232,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Neoplasms","GUATEMALA"
"53560",30,4,0.000771094561949215,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Circulatory","GUATEMALA"
"53581",25,5,0.00228927147001147,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Abnormal","GUATEMALA"
"53602",20,6,0.00533145395874711,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Mental","GUATEMALA"
"53623",15,7,-2.0370937091743e-05,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Nervous","GUATEMALA"
"53644",10,8,0.00330610364422506,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Endocrine","GUATEMALA"
"53665",5,9,-0.00186092988817792,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Digestive","GUATEMALA"
"53686",1,10,0.00034879507817437,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Genitourinary","GUATEMALA"
"53707",0,11,0.141686949868162,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Perinatal","GUATEMALA"
"53728",100,11,0,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Perinatal","GUATEMALA"
"53749",95,12,0,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Respiratory","GUATEMALA"
"53770",90,13,0,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"External","GUATEMALA"
"53791",85,14,0.000230153719338216,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Homicide","GUATEMALA"
"53812",80,15,-0.000555831160700731,"2005-2010","2010-2015",1,2250,"CEPAL2010",66.7462132550146,67.9335300758965,"Rest","GUATEMALA"
"53833",75,2,0.0322294284424688,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Infectious","GUATEMALA"
"53854",70,3,-0.0210977269868049,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Neoplasms","GUATEMALA"
"53875",65,4,0.0117540203563816,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Circulatory","GUATEMALA"
"53896",60,5,0.0878550471895221,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Abnormal","GUATEMALA"
"53917",55,6,0.00466642747038351,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Mental","GUATEMALA"
"53938",50,7,0.00344127054602349,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Nervous","GUATEMALA"
"53959",45,8,0.0058829476060347,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Endocrine","GUATEMALA"
"53980",40,9,0.00826861506824229,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Digestive","GUATEMALA"
"54001",35,10,0.00200414364650938,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Genitourinary","GUATEMALA"
"54022",30,11,0.00166173599770235,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Perinatal","GUATEMALA"
"54043",25,12,0.00693755283447352,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Respiratory","GUATEMALA"
"54064",20,13,0.00378484527933171,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"External","GUATEMALA"
"54085",15,14,-0.00183844904788793,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Homicide","GUATEMALA"
"54106",10,15,0.00144239033746215,"1990-1995","1995-2000",2,2250,"CEPAL2010",66.7904274993881,69.9911561356964,"Rest","GUATEMALA"
"54127",5,2,0.0293556530546044,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Infectious","GUATEMALA"
"54148",1,3,-6.58666294832574e-05,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Neoplasms","GUATEMALA"
"54169",0,4,0.0137672834271721,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Circulatory","GUATEMALA"
"54190",100,4,0,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Circulatory","GUATEMALA"
"54211",95,5,0,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Abnormal","GUATEMALA"
"54232",90,6,0,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Mental","GUATEMALA"
"54253",85,7,-0.00222807109327634,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Nervous","GUATEMALA"
"54274",80,8,0.0144525535461119,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Endocrine","GUATEMALA"
"54295",75,9,0.00104431023260417,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Digestive","GUATEMALA"
"54316",70,10,-0.00527377554375185,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Genitourinary","GUATEMALA"
"54337",65,11,0.00109129992484777,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Perinatal","GUATEMALA"
"54358",60,12,0.0264208741293029,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Respiratory","GUATEMALA"
"54379",55,13,0.00233574476996329,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"External","GUATEMALA"
"54400",50,14,0.00224374429445339,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Homicide","GUATEMALA"
"54421",45,15,0.0039216346734739,"1995-2000","2000-2005",2,2250,"CEPAL2010",69.9911561356964,72.5107406104018,"Rest","GUATEMALA"
"54442",40,2,-0.00768637705829549,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Infectious","GUATEMALA"
"54463",35,3,-0.00166784294408879,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Neoplasms","GUATEMALA"
"54484",30,4,0.00737818938991539,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Circulatory","GUATEMALA"
"54505",25,5,0.0219459688027196,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Abnormal","GUATEMALA"
"54526",20,6,0.000167355628243184,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Mental","GUATEMALA"
"54547",15,7,0.000292202874588948,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Nervous","GUATEMALA"
"54568",10,8,0.00188643477115639,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Endocrine","GUATEMALA"
"54589",5,9,0.00113322597467165,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Digestive","GUATEMALA"
"54610",1,10,-0.00175636296133748,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Genitourinary","GUATEMALA"
"54631",0,11,0.149754948301374,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Perinatal","GUATEMALA"
"54652",100,11,0,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Perinatal","GUATEMALA"
"54673",95,12,0,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Respiratory","GUATEMALA"
"54694",90,13,0,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"External","GUATEMALA"
"54715",85,14,-0.000662794301022798,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Homicide","GUATEMALA"
"54736",80,15,-0.00110774201253693,"2000-2005","2005-2010",2,2250,"CEPAL2010",72.5107406104018,73.776798838365,"Rest","GUATEMALA"
"54757",75,2,0.00608950468118915,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Infectious","GUATEMALA"
"54778",70,3,0.00712824031245932,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Neoplasms","GUATEMALA"
"54799",65,4,0.0153759736461813,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Circulatory","GUATEMALA"
"54820",60,5,-0.00298056463803296,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Abnormal","GUATEMALA"
"54841",55,6,0.00297388569551866,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Mental","GUATEMALA"
"54862",50,7,0.0010056737513164,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Nervous","GUATEMALA"
"54883",45,8,-0.0156592396120432,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Endocrine","GUATEMALA"
"54904",40,9,-0.00318341643996987,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Digestive","GUATEMALA"
"54925",35,10,-0.00263923729046168,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Genitourinary","GUATEMALA"
"54946",30,11,5.94414727550834e-05,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Perinatal","GUATEMALA"
"54967",25,12,0.00694014491389292,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Respiratory","GUATEMALA"
"54988",20,13,-0.00505907698147125,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"External","GUATEMALA"
"55009",15,14,-0.000557990307106962,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Homicide","GUATEMALA"
"55030",10,15,-0.00128943072538787,"2005-2010","2010-2015",2,2250,"CEPAL2010",73.776798838365,74.9816419373443,"Rest","GUATEMALA"
"55052",10,2,-0.0103404653873986,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Infectious","HAITI"
"55073",5,3,-0.0034283073149025,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Neoplasms","HAITI"
"55094",1,4,0.00528328197895231,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Circulatory","HAITI"
"55115",0,5,0.328858101901548,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Abnormal","HAITI"
"55136",100,5,0,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Abnormal","HAITI"
"55157",95,6,0,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Mental","HAITI"
"55178",90,7,0,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Nervous","HAITI"
"55199",85,8,-0.00408791505815817,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Endocrine","HAITI"
"55220",80,9,0.00180051494450383,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Digestive","HAITI"
"55241",75,10,0.000819429700150631,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Genitourinary","HAITI"
"55262",70,11,0,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Perinatal","HAITI"
"55283",65,12,0.00294583514463393,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Respiratory","HAITI"
"55304",60,13,-0.0245808967346034,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"External","HAITI"
"55325",55,14,-0.00117498882825865,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Homicide","HAITI"
"55346",50,15,-0.0145544128338262,"1995-2000","2000-2005",1,2270,"CEPAL2010",55.212581372759,56.3890327647325,"Rest","HAITI"
"55367",45,2,0.0502611043507894,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Infectious","HAITI"
"55388",40,3,0.0188801295753186,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Neoplasms","HAITI"
"55409",35,4,-0.051454377438326,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Circulatory","HAITI"
"55430",30,5,0.103438710597246,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Abnormal","HAITI"
"55451",25,6,0.00105718372268139,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Mental","HAITI"
"55472",20,7,-0.00463085843370349,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Nervous","HAITI"
"55493",15,8,0.010738119633885,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Endocrine","HAITI"
"55514",10,9,-0.0133098638734537,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Digestive","HAITI"
"55535",5,10,0.017465411586118,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Genitourinary","HAITI"
"55556",1,11,-0.00387836552913282,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Perinatal","HAITI"
"55577",0,12,0.117720920470497,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Respiratory","HAITI"
"55598",100,12,0,"1995-2000","2000-2005",2,2270,"CEPAL2010",58.6464811038116,59.8967700254646,"Respiratory","HAITI"
