"","Cause","Period1","Period2","Sex","Country","Sources","Change","Contribution","Prop","Country.name","Cause.name","Change","Contribution","Prop"
"1685",6,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.0168999148259195,2.10800165142911,"DOMINICAN REPUBLIC","Mental",1.23142987138807,0.0128862943211197,1.04644971025383
"1686",7,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.0365842837531361,4.56332066536116,"DOMINICAN REPUBLIC","Nervous",1.23142987138807,0.0280756035840333,2.27991899793582
"1687",8,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.478407220836517,59.6738635648193,"DOMINICAN REPUBLIC","Endocrine",1.23142987138807,0.345102112596743,28.0245039214245
"1688",9,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.219527885627947,27.3826909901762,"DOMINICAN REPUBLIC","Digestive",1.23142987138807,0.156325082498696,12.6945988668023
"1689",10,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.013615731017543,1.69835077667817,"DOMINICAN REPUBLIC","Genitourinary",1.23142987138807,0.00327079996460981,0.265609925551258
"1690",11,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,-0.497086275305137,-62.0037852284832,"DOMINICAN REPUBLIC","Perinatal",1.23142987138807,-0.484168345671275,-39.3175735720556
"1691",12,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,0.19157381238132,23.895854921767,"DOMINICAN REPUBLIC","Respiratory",1.23142987138807,0.201378708534448,16.353242130423
"1692",13,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,-0.281658113681392,-35.1324710742426,"DOMINICAN REPUBLIC","External",1.23142987138807,-0.0921516328927051,-7.4833033560272
"1693",14,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,-0.0307129219610348,-3.83095955695457,"DOMINICAN REPUBLIC","Homicide",1.23142987138807,0.00547690953982697,0.444760165973022
"1694",15,"1990-1995","1995-2000",1,2170,"CEPAL2010",0.801703111307447,-0.0125796421453393,-1.56911479672619,"DOMINICAN REPUBLIC","Rest",1.23142987138807,0.124165808878909,10.0830596823958
"1695",2,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.270916138042265,30.9269244059274,"DOMINICAN REPUBLIC","Infectious",1.20369620927713,0.147312331447358,12.2383314254869
"1696",3,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,-0.0720844756425961,-8.22893440438638,"DOMINICAN REPUBLIC","Neoplasms",1.20369620927713,0.0146393523039277,1.21619991747912
"1697",4,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.209361987970367,23.9000984667222,"DOMINICAN REPUBLIC","Circulatory",1.20369620927713,0.381941372774472,31.7307116057003
"1698",5,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.67654860541961,77.2326363720852,"DOMINICAN REPUBLIC","Abnormal",1.20369620927713,0.486923096603316,40.4523245026862
"1699",6,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.0137982431597779,1.57516354035167,"DOMINICAN REPUBLIC","Mental",1.20369620927713,-0.00337616333232991,-0.280483007781295
"1700",7,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.0328052210022106,3.74493966061494,"DOMINICAN REPUBLIC","Nervous",1.20369620927713,0.0103536004147979,0.860150620646687
"1701",8,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.121514377007154,13.8716946841584,"DOMINICAN REPUBLIC","Endocrine",1.20369620927713,0.0323954992229416,2.69133515360961
"1702",9,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.118002649479777,13.4708070421071,"DOMINICAN REPUBLIC","Digestive",1.20369620927713,0.101879324673315,8.46387351626687
"1703",10,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.014048792690961,1.60376547771441,"DOMINICAN REPUBLIC","Genitourinary",1.20369620927713,0.0134436967536192,1.11686791484479
"1704",11,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,-0.104226009405766,-11.8981096412969,"DOMINICAN REPUBLIC","Perinatal",1.20369620927713,-0.0452584101496886,-3.75995286857872
"1705",12,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.0167873899093183,1.91639502338292,"DOMINICAN REPUBLIC","Respiratory",1.20369620927713,0.00531703481104327,0.441725642239614
"1706",13,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,-0.525172714992085,-59.952046319522,"DOMINICAN REPUBLIC","External",1.20369620927713,-0.0122237309955579,-1.0155162823765
"1707",14,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.0887274143547979,10.1288393386744,"DOMINICAN REPUBLIC","Homicide",1.20369620927713,0.00239369063651625,0.198861691020342
"1708",15,"1995-2000","2000-2005",1,2170,"CEPAL2010",0.87598797244236,0.014960353446565,1.70782635346622,"DOMINICAN REPUBLIC","Rest",1.20369620927713,0.067955514113396,5.64557016875598
"1709",2,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.46152339707646,42.9185358212306,"DOMINICAN REPUBLIC","Infectious",1.09779996887218,0.302978951903643,27.5987393418226
"1710",3,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,-0.00856698550791265,-0.796671364291417,"DOMINICAN REPUBLIC","Neoplasms",1.09779996887218,-0.0231300322048077,-2.10694414835612
"1711",4,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,-0.174389882504347,-16.2170725612922,"DOMINICAN REPUBLIC","Circulatory",1.09779996887218,-0.0811457302914132,-7.39166811735091
"1712",5,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.498444683069362,46.3519642140055,"DOMINICAN REPUBLIC","Abnormal",1.09779996887218,0.558408102005377,50.8661065621139
"1713",6,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.0113828223783256,1.05852503488558,"DOMINICAN REPUBLIC","Mental",1.09779996887218,-0.00491834285833306,-0.448018126962228
"1714",7,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.0225175096054674,2.09397518896978,"DOMINICAN REPUBLIC","Nervous",1.09779996887218,0.0264960175383413,2.41355604751582
"1715",8,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.00473954005450721,0.440744978248255,"DOMINICAN REPUBLIC","Endocrine",1.09779996887218,0.0737431714726558,6.7173595885975
"1716",9,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.190366739446731,17.7028115538027,"DOMINICAN REPUBLIC","Digestive",1.09779996887218,0.155936120411932,14.2044201888739
"1717",10,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.00670197275211618,0.623237867151851,"DOMINICAN REPUBLIC","Genitourinary",1.09779996887218,-0.000109199704819194,-0.00994714045504845
"1718",11,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.39088844901472,36.3499662366288,"DOMINICAN REPUBLIC","Perinatal",1.09779996887218,0.352078265497407,32.0712584697113
"1719",12,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,-0.12041984128318,-11.1982259283874,"DOMINICAN REPUBLIC","Respiratory",1.09779996887218,-0.146276356002697,-13.3244999226019
"1720",13,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.0420320006276312,3.90869008159108,"DOMINICAN REPUBLIC","External",1.09779996887218,-0.11707370871777,-10.6643935177048
"1721",14,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,-0.273415861514279,-25.4258148575492,"DOMINICAN REPUBLIC","Homicide",1.09779996887218,-0.0299401203790758,-2.72728377008742
"1722",15,"2000-2005","2005-2010",1,2170,"CEPAL2010",1.07534748855099,0.0235429453353918,2.18933373500649,"DOMINICAN REPUBLIC","Rest",1.09779996887218,0.0307528302017438,2.80131454488358
"1723",2,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.149081201841854,15.2305242428164,"DOMINICAN REPUBLIC","Infectious",0.999948468153576,0.0877196204705142,8.77241410574789
"1724",3,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.145559562663594,14.870744403264,"DOMINICAN REPUBLIC","Neoplasms",0.999948468153576,0.098596887019049,9.86019681605294
"1725",4,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,-0.0371138953614329,-3.7916523080307,"DOMINICAN REPUBLIC","Circulatory",0.999948468153576,0.129903649443386,12.991034396328
"1726",5,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,-0.0175777525964137,-1.79578903138912,"DOMINICAN REPUBLIC","Abnormal",0.999948468153576,0.115460069609043,11.5466019786242
"1727",6,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.0103845806831942,1.06091583575139,"DOMINICAN REPUBLIC","Mental",0.999948468153576,0.0104500067436041,1.04505452794985
"1728",7,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.0268362936985972,2.74166572789915,"DOMINICAN REPUBLIC","Nervous",0.999948468153576,0.023433057844152,2.34342654551205
"1729",8,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.10071088235372,10.2888862999033,"DOMINICAN REPUBLIC","Endocrine",0.999948468153576,0.146032870303279,14.604039603454
"1730",9,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.10382339733556,10.6068689449408,"DOMINICAN REPUBLIC","Digestive",0.999948468153576,0.0481041149946543,4.81065940162691
"1731",10,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.0078151731912772,0.798418467794641,"DOMINICAN REPUBLIC","Genitourinary",0.999948468153576,6.32310557421043e-05,0.00632343143230787
"1732",11,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.21831970603402,22.3041103395652,"DOMINICAN REPUBLIC","Perinatal",0.999948468153576,0.193949681868826,19.3959676969112
"1733",12,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,-0.0699997080057276,-7.15135266284118,"DOMINICAN REPUBLIC","Respiratory",0.999948468153576,-0.0251149385875937,-2.51162328734489
"1734",13,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.540971582627366,55.2670672230101,"DOMINICAN REPUBLIC","External",0.999948468153576,0.190888266061751,19.0898103393498
"1735",14,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,-0.211316174152705,-21.5886112639885,"DOMINICAN REPUBLIC","Homicide",0.999948468153576,-0.0210660483847311,-2.10671340130456
"1736",15,"2005-2010","2010-2015",1,2170,"CEPAL2010",0.978831716263272,0.0113368659503766,1.15820378130528,"DOMINICAN REPUBLIC","Rest",0.999948468153576,0.00152799971189872,0.152807845660307
"1737",2,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,-0.0840389821294993,-6.82326241118146,"URUGUAY","Infectious",1.06867516232087,-0.0171492723203433,-1.60472264397908
"1738",3,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.209922695329706,17.0439669782042,"URUGUAY","Neoplasms",1.06867516232087,0.0979432228944014,9.16491992587302
"1739",4,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.544184817481816,44.1832553866207,"URUGUAY","Circulatory",1.06867516232087,0.513965123542013,48.0936716472217
"1740",5,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0385763606912294,3.13207781906546,"URUGUAY","Abnormal",1.06867516232087,-0.00264373428872927,-0.247384273719602
"1741",6,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.00561646910309001,0.456010312638284,"URUGUAY","Mental",1.06867516232087,0.00969445189951851,0.90714674031207
"1742",7,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0130681288853359,1.06102275810987,"URUGUAY","Nervous",1.06867516232087,-0.024075702779441,-2.25285508902024
"1743",8,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0693949660703386,5.63429079594655,"URUGUAY","Endocrine",1.06867516232087,0.0835782047152845,7.82073053272571
"1744",9,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0404435170535142,3.28367529799428,"URUGUAY","Digestive",1.06867516232087,0.0611098799606124,5.71828391968036
"1745",10,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0268131893290431,2.17700669661647,"URUGUAY","Genitourinary",1.06867516232087,0.0147932885498166,1.38426428080256
"1746",11,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.205823488991488,16.7111457110435,"URUGUAY","Perinatal",1.06867516232087,0.180433980684944,16.8838939133843
"1747",12,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.083512401831141,6.780508495496,"URUGUAY","Respiratory",1.06867516232087,0.0254626645371479,2.3826383764595
"1748",13,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,0.0936226142943071,7.60137318139472,"URUGUAY","External",1.06867516232087,0.11553159538805,10.8107308433319
"1749",14,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,-0.015308984896252,-1.24296152272499,"URUGUAY","Homicide",1.06867516232087,0.000584118644067697,0.0546582034150724
"1750",15,"1990-1995","1995-2000",1,2460,"CEPAL2010",1.23165396646306,2.32844277926003e-05,0.0018905007759173,"URUGUAY","Rest",1.06867516232087,0.00944734089352662,0.884023623512459
"1751",2,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,-0.033293996607633,-2.91657476621546,"URUGUAY","Infectious",0.946632735417296,0.0134855037625818,1.42457610623798
"1752",3,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.184584051437053,16.1696774650269,"URUGUAY","Neoplasms",0.946632735417296,0.22313833574775,23.571795840061
"1753",4,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.428826880854264,37.5655009073826,"URUGUAY","Circulatory",0.946632735417296,0.48886772481198,51.6428078727361
"1754",5,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0152404919308015,1.33507655190591,"URUGUAY","Abnormal",0.946632735417296,-0.0418385025498156,-4.41971854389466
"1755",6,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0535494492802955,4.69096499156362,"URUGUAY","Mental",0.946632735417296,0.0637947309475159,6.73912157911947
"1756",7,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,-0.0642890656105972,-5.63176204746926,"URUGUAY","Nervous",0.946632735417296,-0.0891037612901114,-9.41270652877143
"1757",8,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0360253356420612,3.15584176079328,"URUGUAY","Endocrine",0.946632735417296,0.0502563136100371,5.30895581039494
"1758",9,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0782216066449236,6.85226128908514,"URUGUAY","Digestive",0.946632735417296,0.0448898545926648,4.7420560174138
"1759",10,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,-0.00687733267566118,-0.602458610694514,"URUGUAY","Genitourinary",0.946632735417296,0.00127905799318288,0.135116602809963
"1760",11,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0478900937981429,4.19520193893853,"URUGUAY","Perinatal",0.946632735417296,0.0642380700517252,6.78595485327344
"1761",12,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.091795129535452,8.04131031848545,"URUGUAY","Respiratory",0.946632735417296,0.0170373302054744,1.7997824888196
"1762",13,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.313365732535674,27.451032655558,"URUGUAY","External",0.946632735417296,0.116235435152893,12.2788311458143
"1763",14,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,0.0121318906107287,1.06276114696382,"URUGUAY","Homicide",0.946632735417296,-0.00133512664117783,-0.141039559612237
"1764",15,"1995-2000","2000-2005",1,2460,"CEPAL2010",1.14154442372946,-0.0156258436460569,-1.36883360132467,"URUGUAY","Rest",0.946632735417296,-0.00431223097740263,-0.455533684402082
"1765",2,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0484677498629626,4.16443708379281,"URUGUAY","Infectious",0.919427804452809,0.0325692646347092,3.54234062500346
"1766",3,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.214129487642311,18.3983944291299,"URUGUAY","Neoplasms",0.919427804452809,0.207979475778084,22.6205336374248
"1767",4,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.447004879666805,38.4074710046175,"URUGUAY","Circulatory",0.919427804452809,0.528046612760704,57.4320909377944
"1768",5,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.068320518398323,5.87022300821403,"URUGUAY","Abnormal",0.919427804452809,0.0142161323534209,1.54619343515302
"1769",6,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0177696851031356,1.52680361312518,"URUGUAY","Mental",0.919427804452809,0.0258234651984761,2.80864523276461
"1770",7,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.00519015205151565,0.445947289382457,"URUGUAY","Nervous",0.919427804452809,-0.00747854473055297,-0.81339118681578
"1771",8,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0174856128940666,1.50239561305778,"URUGUAY","Endocrine",0.919427804452809,0.0207169686811875,2.25324583190271
"1772",9,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0461612253372592,3.96625630798467,"URUGUAY","Digestive",0.919427804452809,0.0145884458076205,1.58668747420606
"1773",10,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,-0.014530966667733,-1.24852704376744,"URUGUAY","Genitourinary",0.919427804452809,-0.0217898467475073,-2.36993558841472
"1774",11,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.108315003678787,9.30662181195645,"URUGUAY","Perinatal",0.919427804452809,0.0449344060543903,4.88721418220897
"1775",12,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0568871071706914,4.88784355290148,"URUGUAY","Respiratory",0.919427804452809,-0.0181556115441955,-1.97466418312209
"1776",13,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0977925353523061,8.40251222494796,"URUGUAY","External",0.919427804452809,0.0257345290115324,2.79897223978865
"1777",14,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0306755520783416,2.63569914019225,"URUGUAY","Homicide",0.919427804452809,0.0114970902581355,1.25046145031234
"1778",15,"2000-2005","2005-2010",1,2460,"CEPAL2010",1.16384877206069,0.0201802294919232,1.73392196446558,"URUGUAY","Rest",0.919427804452809,0.0407454169368102,4.43160591179419
"1779",2,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0444044166333079,4.61113761543418,"URUGUAY","Infectious",0.769414249451572,-0.0130646385223162,-1.69799799414015
"1780",3,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.193491181173494,20.0929216373183,"URUGUAY","Neoplasms",0.769414249451572,0.163276387294332,21.2208686556966
"1781",4,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.472201893767185,49.035390610128,"URUGUAY","Circulatory",0.769414249451572,0.456652891158308,59.3507192625824
"1782",5,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,-0.0253817743655071,-2.63574804933844,"URUGUAY","Abnormal",0.769414249451572,-0.0337511574389547,-4.38660415543539
"1783",6,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,-0.00807892933418993,-0.838949315626729,"URUGUAY","Mental",0.769414249451572,0.0120920982047324,1.57159790234603
"1784",7,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0608817123564385,6.32220790686478,"URUGUAY","Nervous",0.769414249451572,0.0700123908658632,9.09944037503427
"1785",8,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,-0.00949640404897131,-0.986145731474977,"URUGUAY","Endocrine",0.769414249451572,-0.00374986210976984,-0.487365825683979
"1786",9,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0183534601101738,1.9058989331235,"URUGUAY","Digestive",0.769414249451572,0.0136967259270744,1.78014976156697
"1787",10,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,-0.0109659549772885,-1.13874995594477,"URUGUAY","Genitourinary",0.769414249451572,-0.0297338141283904,-3.86447406576942
"1788",11,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0404330574228911,4.19873530890737,"URUGUAY","Perinatal",0.769414249451572,0.0179441267119571,2.33218019093712
"1789",12,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.116164996902258,12.0630519985483,"URUGUAY","Respiratory",0.769414249451572,0.0772647767992501,10.0420257168779
"1790",13,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0866502603578078,8.99812012445951,"URUGUAY","External",0.769414249451572,-0.0103308110924055,-1.34268517898767
"1791",14,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,-0.0359751742260377,-3.73581034664576,"URUGUAY","Homicide",0.769414249451572,0.00563294951141341,0.732108810751621
"1792",15,"2005-2010","2010-2015",1,2460,"CEPAL2010",0.96298181352644,0.0202990717548797,2.10793926424679,"URUGUAY","Rest",0.769414249451572,0.0434721862704735,5.65003654422308
"1793",2,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.10536954973573,9.11473643810538,"CUBA","Infectious",1.29789772465428,0.0882863446925055,6.80225745183601
"1794",3,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.182298517067035,15.7692895176151,"CUBA","Neoplasms",1.29789772465428,0.176807927808672,13.6226394769101
"1795",4,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.451666288554001,39.0702929686239,"CUBA","Circulatory",1.29789772465428,0.391896074628789,30.1946807660195
"1796",5,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,-3.98348449720018e-06,-0.000344581630920136,"CUBA","Abnormal",1.29789772465428,0.0113217653183244,0.872315676594644
"1797",6,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.00186115009286702,0.160994258880143,"CUBA","Mental",1.29789772465428,0.0139734265269826,1.07662000337543
"1798",7,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.108495066274484,9.38510163901146,"CUBA","Nervous",1.29789772465428,0.0940850800358297,7.2490365187204
"1799",8,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.0533349579467905,4.61361072379703,"CUBA","Endocrine",1.29789772465428,0.128910051087795,9.93221951461032
"1800",9,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.0947791151909398,8.19863667415205,"CUBA","Digestive",1.29789772465428,0.0909877193154983,7.01039208152821
"1801",10,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.0492539811469997,4.26059575853043,"CUBA","Genitourinary",1.29789772465428,0.0305780065444833,2.35596426156217
"1802",11,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.12701637638034,10.9872424902032,"CUBA","Perinatal",1.29789772465428,0.121467080036922,9.35875591193266
"1803",12,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.0538025513089323,4.65405874950103,"CUBA","Respiratory",1.29789772465428,0.0539096204487799,4.15361082963143
"1804",13,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,-0.0858871751084353,-7.42946103964736,"CUBA","External",1.29789772465428,0.048242668011712,3.7169853290684
"1805",14,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,-0.00434791500371982,-0.376105804889397,"CUBA","Homicide",1.29789772465428,-0.000487548031967734,-0.0375644415354533
"1806",15,"1990-1995","1995-2000",1,2150,"UN",1.15603506970557,0.0183965896040926,1.5913522077473,"CUBA","Rest",1.29789772465428,0.0479195082299464,3.69208661974585
"1807",2,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0482269431973839,4.96372065707367,"CUBA","Infectious",0.720623137699192,0.0467697451000833,6.49018088003806
"1808",3,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,-0.0995249981214081,-10.2435331024101,"CUBA","Neoplasms",0.720623137699192,-0.115599115008914,-16.0415491761755
"1809",4,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.363633606569092,37.4267064189777,"CUBA","Circulatory",0.720623137699192,0.33147198738521,45.9979662106791
"1810",5,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,-0.0229782827024939,-2.36502189341817,"CUBA","Abnormal",0.720623137699192,-0.0149952140042961,-2.0808676851777
"1811",6,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,-0.013396635889876,-1.37883834000657,"CUBA","Mental",0.720623137699192,-0.0146862903285165,-2.03799872085803
"1812",7,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0281209411732324,2.8943260207605,"CUBA","Nervous",0.720623137699192,0.0316689689584146,4.39466446491399
"1813",8,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0817513378686981,8.4141929307325,"CUBA","Endocrine",0.720623137699192,0.0841888934204617,11.6827907703963
"1814",9,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.00518432119791009,0.533592231165237,"CUBA","Digestive",0.720623137699192,0.0207857851197278,2.88441822532825
"1815",10,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0262048316049176,2.69711193222635,"CUBA","Genitourinary",0.720623137699192,0.0215577121429152,2.9915376033782
"1816",11,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.133912461225387,13.7828360239114,"CUBA","Perinatal",0.720623137699192,0.0453094586225146,6.28753869424436
"1817",12,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0507300679217812,5.2213528244468,"CUBA","Respiratory",0.720623137699192,0.0467859874156721,6.49243480649962
"1818",13,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.349121234694141,35.9330318196152,"CUBA","External",0.720623137699192,0.218037518056695,30.2568022937545
"1819",14,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.0123996759344175,1.27622701121199,"CUBA","Homicide",0.720623137699192,0.000384110533155872,0.0533025534514839
"1820",15,"1995-2000","2000-2005",1,2150,"UN",0.971588583025053,0.00820307835187373,0.844295465713825,"CUBA","Rest",0.720623137699192,0.0189435902860787,2.62877907952857
"1821",2,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,-0.018646916293087,-2.07745497978088,"CUBA","Infectious",0.787291225230305,-0.00339759836585434,-0.431555472355283
"1822",3,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,0.0494414076416287,5.5082726225653,"CUBA","Neoplasms",0.787291225230305,0.0434987092644802,5.52511038742438
"1823",4,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,0.382346654714907,42.5972825401977,"CUBA","Circulatory",0.787291225230305,0.42377980551251,53.8275789100205
"1824",5,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,0.0105221058482915,1.17226896119111,"CUBA","Abnormal",0.787291225230305,0.00616384567792179,0.78291812234014
"1825",6,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,0.00991861421915423,1.10503389290949,"CUBA","Mental",0.787291225230305,-0.00967950763876504,-1.22946977288277
"1826",7,"2000-2005","2005-2010",1,2150,"UN",0.897584615530576,-0.00034384389269214,-0.0383076856201338,"CUBA","Nervous",0.787291225230305,-0.00353805988657998,-0.449396585811686
